"id","nome","situacao","tipo_atraso","municipio","uf","cep","logradouro","bairro","termo_convenio","fim_da_vigencia_termo_convenio","situacao_do_termo_convenio","percentual_de_execucao","data_de_inicio","data_de_termino","data_final_ideal","tipo_do_projeto","tipo_de_ensino_modalidade","tipo_da_obra","valor_pactuado_pelo_fnde","percentual_pago"
1017347,"Creche Estação","Execução","Em relação à data prevista de conclusão da obra","Brasileira","PI","64265000","Rua Projetada ","Estação                                                                                             ","10876/2014","31/12/2018","Vigente",44.91,2015-11-24,2018-04-04,NA,"Projeto 2 Convencional","Educação Básica","Construção",1236242.66,41.9972158611724
1011053,"PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  001","Execução","Em relação à data prevista de conclusão da obra","Maranguape","CE","61940000","RUA SEM DENOMINAÇÃO OFICIAL (RUA XVII), S/N","NOVO MARANGUAPE                                                                                     ","8976/2014","30/08/2018","Vigente",33.08,2016-09-23,2018-04-04,NA,"Projeto 1 Convencional","Educação Básica","Construção",1868415.61,30.0025351618653
1009531,"EMEF FRANSCISCO DE FARIAS - Anapu - PA","Execução","Em relação à data prevista de conclusão da obra","Anapu","PA","68365000","VICINAL SURUBIM","VILA SURUBIM                                                                                        ","22299/2014","30/12/2018","Vigente",76.03,2017-09-15,2018-04-04,NA,"Espaço Educativo - 01 Sala","Educação Básica","Construção",133024.63,64.9999937380017
25182,"CRECHE SAO FRANCISCO","Execução","Em relação à data prevista de conclusão da obra","Zé Doca","MA",NA,NA,NA,"2731/2012","30/09/2018","Vigente",74.85,2017-07-06,2018-04-04,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1449601.1,60.0000001945363
24417,"Quinta Ranieri","Paralisada","Em relação à data prevista de conclusão da obra","Bauru","SP","17055836","Avenida Caio Márcio Ranieri Colombo","Quinta Ranieri","3139/2012","25/02/2019","Vigente",63.43,2013-12-10,2018-04-04,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1445979.2,59.0000003423286
1016503,"Lote nº 26, Quadra nº 100","Execução","Em relação à data prevista de conclusão da obra","Barracão","PR","85700000","Rua Luciano Constancio","Copasa                                                                                              ","10077/2014","23/04/2019","Vigente",39.21,2016-04-04,2018-04-04,NA,"Projeto 2 Convencional","Educação Básica","Construção",1267584.71,38.0000005408711
25510,"PAC 2 - CRECHE/PRÉ-ESCOLA  002","Execução","Em relação à data prevista de conclusão da obra","Aquidauana","MS","79200000","Rua Alberto Chebel","São Pedro","2740/2012","27/07/2018","Vigente",81.77,2014-06-27,2018-04-04,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1411757.74,77.999999589448
25647,"PAC 2 - CRECHE/PRÉ-ESCOLA  002","Execução","Em relação à data prevista de conclusão da obra","Xinguara","PA","68555000","Rua 07 de Setembro - Distrito São José","Centro","2864/2012","30/01/2019","Vigente",92.72,2014-11-04,2018-04-04,NA,"Escola de Educação Infantil Tipo C","Educação Básica","Construção",642724.62,84.9999995456841
1044269,"EMENDA PARLAMENTAR 28810019 - Pinheiral - RJ","Execução","Em relação à data prevista de conclusão da obra","Pinheiral","RJ","27197000","Rua Vinte e Dois","Cruzeiro II","68391/2015","30/07/2018","Vigente",18.6,2016-11-07,2018-04-04,NA,"Projeto 2 Convencional","Educação Básica","Construção",1419046.56,14.9999996779528
1018454,"EMEF Generaldo Santos","Execução","Em relação à data prevista de conclusão da obra","Vigia","PA","68780000","Rua Principal","Vila Santa Maria                                                                                    ","32831/2014","28/05/2018","Vigente",20.91,2014-10-06,2018-04-04,NA,"Espaço Educativo - 04 Salas","Educação Básica",NA,876606.38,15.0000002635162
1010736,"PRÓXIMO ESCOLA MÁRIO VALENTIM - Maranguape - CE","Execução","Em relação à data prevista de conclusão da obra","Maranguape","CE","61940000","RUA ANTONIO GOMES BESSA","PARQUE IRACEMA                                                                                      ","22418/2014","26/08/2018","Vigente",73.42,2014-11-21,2018-04-04,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1021198.1,67.9999992565595
1016934,"PAC 2 - CRECHE/PRÉ-ESCOLA  003","Execução","Em relação à data prevista de conclusão da obra","Ibiúna","SP","18150000","ESTRADA AMARO GABRIEL VIEIRA","Sorocabuçu                                                                                          ","10677/2014","03/10/2018","Vigente",34.27,2016-03-15,2018-04-03,NA,"Projeto 2 Convencional","Educação Básica","Construção",1298038.16,33.0000010988121
1009421,"POVOADO CINTURÃO - Jenipapo dos Vieiras - MA","Execução","Em relação à data prevista de conclusão da obra","Jenipapo dos Vieiras","MA","65962000","RUA PRINCIPAL","RURAL","22578/2014","20/08/2018","Vigente",56.92,2015-11-20,2018-04-03,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1022123.76,60.9999989499315
1006263,"PAC 2 - CRECHE/PRÉ-ESCOLA  003 - Santana do Araguaia - PA","Execução","Em relação à data prevista de conclusão da obra","Santana do Araguaia","PA","68560000","RUA SANTANA S/Nº","Centro                                                                                              ","7144/2013","15/08/2018","Vigente",36.99,2014-08-11,2018-04-03,NA,"MI - Escola de Educação Infantil Tipo B","Educação Básica","Construção",1865174.01,30.9999998337957
1001932,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Execução","Em relação à data prevista de conclusão da obra","Santa Rosa do Purus","AC","69955000","Rua Odimar Gomes Coelho","Cohab 1                                                                                             ","6005/2013","12/12/2018","Vigente",30.04,2016-05-12,2018-04-03,NA,"Projeto 2 Convencional","Educação Básica","Construção",1365308.86,26.0027170282877
31272,"Construção de auditório","Execução","Em relação à data prevista de conclusão da obra","Rio Branco","AC","69919230","Estrada Alberto Torres","Bairro da Paz                                                                                       ","56717/2015","11/11/2018","Vigente",98.83,2017-04-03,2018-04-03,NA,"Escola com projeto elaborado pelo concedente","Educação Básica",NA,571052.32,93.9999998599078
1001585,"C.E.I Jardim Eldorado","Execução","Em relação à data prevista de conclusão da obra","Costa Rica","MS","79550000","Rua E, ÁREA C","Jardim Eldorado                                                                                     ","5103/2013","29/11/2018","Vigente",26.56,2017-11-30,2018-04-03,NA,"Projeto Tipo B - Bloco Estrutural","Educação Básica","Construção",1731554.95,49.9999992376794
1001221,"PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Taquari - RS","Paralisada","Em relação à data prevista de conclusão da obra","Taquari","RS","95860000","Rua Eraldo Eberle de Freitas","Prado                                                                                               ","5023/2013","07/07/2018","Vigente",59.5,2013-09-30,2018-04-03,NA,"MI - Escola de Educação Infantil Tipo C","Educação Básica","Construção",790613.29,49.9999993675796
1012584,"TERRENO PORTO FELIZ","Execução","Em relação à data prevista de conclusão da obra","Piritiba","BA","44830000","Etemilson Sampaio de Assis","Distrito de Porto Feliz                                                                             ","8737/2014","30/08/2018","Vigente",27.83,2016-03-01,2018-04-03,NA,"Projeto 2 Convencional","Educação Básica","Construção",1294044.26,27.0000007781805
1011852,"TERRENO DA ESCOLA REGIÃO LESTE - Quixaba - PE","Execução","Em relação à data prevista de conclusão da obra","Quixaba","PE","56828000","TRAVESSA DEPUZIANO BARBOSA","Centro                                                                                              ","17571/2014","31/10/2018","Vigente",69.65,2014-07-24,2018-04-03,NA,"Espaço Educativo - 12 Salas","Educação Básica","Construção",3533978.13,58.9986596175129
1014606,"Construção de Escola de Educação Infantil Tipo 2 - Convencional","Execução","Em relação à data prevista de conclusão da obra","Maçambara","RS","97645000","Rua Altivo Nunes, Esquina Ottoni Tarragó Bastos","Centro                                                                                              ","9829/2014","11/01/2019","Vigente",54.57,2016-01-22,2018-04-03,NA,"Projeto 2 Convencional","Educação Básica","Construção",1196771.39,53.0000000897414
1004683," EMEI Carlos Salzano Viera da Cunha","Execução","Em relação à data prevista de conclusão da obra","Taquari","RS","95860000","RUA DEALMO DOS REIS","Bairro Colonia Vinte                                                                                ","66542/2015","31/10/2018","Vigente",3.91,2016-06-16,2018-04-03,NA,"Projeto 2 Convencional","Educação Básica",NA,1196771.39,15.0000000726956
1009956,"ESCOLA SÃO JOSÉ - Piranguçu - MG","Execução","Em relação à data prevista de conclusão da obra","Piranguçu","MG","37511000","RUA JOAQUIM RENÓ, ESQUINA C/ R. EXPEDITA FRANCISCA ANTUNES","MELOS                                                                                               ","19639/2014","28/09/2018","Vigente",79.82,2016-12-13,2018-04-03,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1016041.04,49.999999197867
1018543,"ESCOLA EM TEMPO INTEGRAL 06 SALAS - DISTRITO DE BONFIM - Sobral - CE","Execução","Em relação à data prevista de conclusão da obra","Sobral","CE","62102000","Estrada Moacir Feijão Lima, S/N°","Centro","53143/2015","30/11/2018","Vigente",61.35,2015-06-22,2018-04-03,NA,"Escola com Projeto elaborado pelo proponente","Educação Básica","Construção",3133701.15,60.9956469524862
31271,"Construção de bloco para o Centro de Apoio ao Deficiente Visual - CAPDV","Execução","Em relação à data prevista de conclusão da obra","Rio Branco","AC","69919230","Estrada Alberto Torres","Bairro da Paz                                                                                       ","56717/2015","11/11/2018","Vigente",97.9,2017-04-03,2018-04-03,NA,"Escola com projeto elaborado pelo concedente","Educação Básica",NA,829946.24,91.9999999036082
1018029,"ESCOLA NOVA - Tapera - RS","Execução","Em relação à data prevista de conclusão da obra","Tapera","RS","99490000","RUA ANTÔNIO LIBÓRIO BERVIAN ","PROGRESSO","31353/2014","16/06/2018","Vigente",61.15,2014-10-22,2018-04-03,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1021583.57,56.0000011174808
25213,"CEI Lot. Pe. Roma","Execução","Em relação à data prevista de conclusão da obra","Joinville","SC","89230280","Rua Treviso","Jarivatuba","3104/2012","01/09/2018","Vigente",72.8,2015-01-20,2018-04-03,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1410751.38,65.0000000559985
1004301,"CMEI Jardim Flora","Execução","Em relação à data prevista de conclusão da obra","Campo Mourão","PR","87308638","Rua Carlos Hakner","Jardim Flora                                                                                        ","6012/2013","30/11/2018","Vigente",43.76,2016-09-28,2018-04-03,NA,"Projeto 1 Convencional","Educação Básica","Construção",1927667.98,31.0034620945546
24583,"Proinfância - Pedras Brancas","Execução","Em relação à data prevista de conclusão da obra","Guaíba","RS","92500000","Estrada Dr. José Carlos Ferreira","Pedras Brancas                                                                                      ","4139/2013","31/12/2018","Vigente",52.93,2017-07-06,2018-04-02,NA,"MI - Escola de Educação Infantil Tipo B","Educação Básica","Construção",1492930.41,50.4918665298003
1001756,"LOTE URBANO PAC 2 VALETA ","Execução","Em relação à data prevista de conclusão da obra","Jenipapo dos Vieiras","MA","65962000","RUA ARISTON FERREIRA LIMA","VALETA                                                                                              ","6009/2013","01/11/2018","Vigente",17.98,2016-01-11,2018-04-02,NA,"Projeto 1 Convencional","Educação Básica","Construção",1842912.09,22.092862333552
1009475,"Povoado Areal - Maranhãozinho - MA","Execução","Em relação à data prevista de conclusão da obra","Maranhãozinho","MA","65283000","Estrada Vicinal","Povoado Areal                                                                                       ","22594/2014","31/10/2018","Vigente",62.79,2014-09-22,2018-04-02,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1019508.9,54.999999461015
1009420,"POVOADO CENTRO DO EDIMAR - Jenipapo dos Vieiras - MA","Execução","Em relação à data prevista de conclusão da obra","Jenipapo dos Vieiras","MA","65962000","RUA PROJETADA","RURAL                                                                                               ","22578/2014","20/08/2018","Vigente",39.25,2016-03-21,2018-04-02,NA,"Espaço Educativo - 02 Salas","Educação Básica","Construção",248868.21,19.9999990999252
1017113,"Escola Proinfância","Execução","Em relação à data prevista de conclusão da obra","Entre-Ijuís","RS","98855000","Rua Francisco Richter","Centro                                                                                              ","10832/2014","31/07/2018","Vigente",25.92,2017-04-11,2018-04-02,NA,"Projeto 2 Convencional","Educação Básica","Construção",1196771.39,25.0000001211593
